S NO,DISTRICT,BLOCK NAME,SCHOOL NAME,SCHOOL ADDRESS,PINCODE
3335,CUDDALORE,Cuddalore,MUNICIPAL MIDDLE SCHOOL - BROOKEESPET,"Municipal Middle School, Brookespet",607004
3336,CUDDALORE,Cuddalore,MUNICIPAL MIDDLE SCHOOL - DEVANAMPATTINAM,"MAIN ROAD ,
DEVANAMPATTINAM, CUDDALORE-607001.",607001
3337,CUDDALORE,Cuddalore,MUNICIPAL MIDDLE SCHOOL - REDDY CHATHIRAM,"REDDY CHATHIRAM STREETTHIRUPPATHIRIPULIYUR,",607002
3338,CUDDALORE,Cuddalore,MUNICIPAL MIDDLE SCHOOL - SIMON GARDEN,"SimonGarden,Cuddalore,OT",607003
3339,CUDDALORE,Cuddalore,NEW MILLENNIUM MATRICULATION HIGHER SECONARY SCHOOL - KUMARAPETTAI,KUMARAPETTAIPATHIRIKUPPAM POST,607401
3340,CUDDALORE,Cuddalore,OASIS SNEHADEEP HIGH SCHOOL FOR THE SEVERELY DISABLED - VANNIYARPALAYAM,"NO 61, YADHAVA STREET, VANNIYARPALAYAM, CUDDALORE-1",607001
3341,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - CHELLANCHERRY,6MURUGAN KOIL STREET,605106
3342,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - KARAIKADU COLONY,KARAIKADU COLONYCUDDALORE,607005
3343,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - KUTTIYANKUPPAM,THOOKANAMPAKKAM POSTCUDDALORE TK,607402
3344,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL -  M PUDHUR,"PUMS M.PUDHUR, SCHOOL STREET, CUDDALORE",607004
3345,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - PETHANKUPPAM,414404144,607105
3346,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - SANRORPALAYAM,school street sandrorpalayam\sandrorpalayam cuddalore oT,607003
3347,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - ARISIPERIYANKUPPAM,ARISIPERIYANKUPPAMPATHIRIKUPPAM PO,607401
3348,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - C.N.PALAYAM,C.N.PALAYAMCUDDALORE,607102
3349,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - CHINNA IRUSAMPALAYAM,"PUMS-CHINNAIRUSAMPALAYAMARIYANKUPPAM POST,CUDDALORE",605007
3350,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - EDAIYARKUPPAM,"PUMS, Edaiyarkuppam, C.N.Palayam, Cuddalore.607102",607102
3351,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - KALAIYUR,"PILLAIYAR KOIL STREET, KALAIYUR, CUDDALORE TALUK",607109
3352,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - KEEZH AZHINJIPATTU,PUMS KEELALINJIPATTUPALLIKUDA STREET REDDICHAVADI,607402
3353,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - KODUKKANPALAYAM,Panchayat Union Middle SchoolKodukkanpalayam,607003
3354,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - PERIYA KANGANANKUPPAM,PANCHAYAT UNION MIDDLE SCHOOLPERIYAGANKANANKUPPAM,607006
3355,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - PERIYAKATTUPALAYAM,"PUMS PERIYAKATTUPALAYAM
PONDY ROAD
MADHALAPATTU PANCHYAYAT",605007
3356,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - RAMAPURAM EAST,RAMAPURAM EASTRAMAPURAM,607003
3357,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - SANGOLIKUPPAM,punchayat union middle school sangolikuppampanchayat union middle school sangolikuppam,607005
3358,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - SEDAPALAYAM,"PANCHAYAT UNION MIDDLE SCHOOL, SEDAPALAYAM, CUDDALORE BLOCK.",607003
3359,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - SEMMANKUPPAM,"PANCHAYAT UNION MIDDLE SCHOOL SEMMANKUPPAM, CUDDALORE",607005
3360,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - SOTHIKUPPAM,"Nadu Street, SothikuppamNadu Street, Sothikuppam",607003
3361,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - SUTHUKULAM,PUMS\SUTHUKULAM / cuddalore  O T,607003
3362,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - THAZHANKUDA,"Gunduuppalavadi Post, Thazhanguda,Cuddalore",607006
3363,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - THIRUMANIKUZHI,ThirumanikuzhiCuddalore,607401
3364,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - THOTTAPATTU,"PUMS THOTTAPATTU
NATHAPATTU(POST)
PCAULDLDINAELOLIRNEU6R07S1A0L9AI,",607109
3365,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - U.C CHAVADI,UNNAMALAI CETTY CHAVADI KONDUR (POST),607006
3366,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - VANAMADEVI,PANCHAYATUNION MIDDLE SCHOOLVANAMADEVI CUDDALORE,607105
3367,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - VAZHISOTHANAIPALAYAM,VazhisothanaipalayamCuddalore,607003
3368,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - VELLAPAKKAM,"Vellapakkam, Varakkal pattu, cuddalore taluk, cuddalore
districtVellapakkam, Varakkal pattu, cuddalore taluk, cuddalore districtVellapakkam, Varakkal pattu, cuddalore taluk, cuddalore",607109
3369,CUDDALORE,Cuddalore,PANCHAYAT UNION MIDDLE SCHOOL - VILANGALPATTU,"Vilangalpattu village, Vanamadevi postCuddalore District",607105
3370,CUDDALORE,Cuddalore,"SARVA SEVA MATRICULATION SCHOOL, KANNARAPETTAI","SARVA SEVA MATRICULATION SCHOOL,CANARA BANK
OPP SITE,KANNARAPETTAI,CUDDALORESARVA SEVA MATRICULATION SCHOOL,CANARA BANK OPP",607005
3371,CUDDALORE,Cuddalore,SAVIOUR JESUS MATRICULATION HIGHER SECONDARY SCHOOL - CUDDALORE,"11, RED CROSS STREET,\HOSPITAL  ROAD, CUDDALORE",607001
3372,CUDDALORE,Cuddalore,SHANTHAM SPECIAL SCHOOL FOR MENTALLY CHALLENGED - B.VADUGAPALAYAM,"66, Mariyamman Kocil StreetB.Vadugapalayam",607004
3373,CUDDALORE,Cuddalore,SRI LAKSHMI CHORDIA MATRICULATION HIGHER SECONDARY SCHOOL - THIRUPPATHIRIPULIYUR,13-A BABU RAO STREET THIRUPAPULIYUR CUDDALORE,607002
3374,CUDDALORE,Cuddalore,SRI MAHARISHI VIDHYA MANDHIR MATRICULATION SCHOOL - MANJAKUPPAM,"Dhanam Nagar Kaliyamman Koil Street, Manjakuppam, CuddaloreDhanam Nagar Kaliyamman Koil Street, Manjakuppam,
Cuddalore",607001
3375,CUDDALORE,Cuddalore,SRI PATALESWARAR HIGHER SECONDARY SCHOOL - THIRUPPATHIRIPULIYUR,"27 sanathi streetTirupadiripuliyur, cuddalore",607002
3376,CUDDALORE,Cuddalore,"SRI SARASWATHI VIDHYAALAYA
MATRICULATION HIGHER SECONDARY SCHOOL , CUDDALORE  PORT","1-4 Throupathiamman Koil Street,Malumiyarpettai - Cuddalore Port",607003
3377,CUDDALORE,Cuddalore,SRI SIVASAKTHI MENTALLY RETARDED SPECIAL CARE SCHOOL - K.N.PETTAI,52/1A1A sri thirumalai nagark.n.pettai,607002
3378,CUDDALORE,Cuddalore,"SRI VALLIAMMAL MATRICULATION HIGHER SECONDARY SCHOOL, THIRUPPATHIRIPULIYUR",KESAVA NAGAR\ THIRUPATHIRIPULIYUR,607002
3379,CUDDALORE,Cuddalore,"SRI VANI VIDHYALAYA MATRICULATION SCHOOL, THOTTI","Mariyamman Koil St,Pillali Thotti , Thiruvanthipuram (p.o) cuddalore",607401
3380,CUDDALORE,Cuddalore,SRI VARADHAM GOVERNMENT GIRLS HIGHER SECONDARY SCHOOL -  VENUGOPALAPURAM,GRASS MERCHANT STREETVENUGOPALAPURAM,607001
3381,CUDDALORE,Cuddalore,"SRI VIDYA KALA KENDRAM MATRICULATION HIGH SCHOOL, THIRUVANTHIPURAM","No.2/83, Sannathi Street, Thiruvandipuram",607401
3382,CUDDALORE,Cuddalore,ST ANNE'S GIRLS HIGHER SECONDARY SCHOOL - PUDHUPALAYAM,"ST.ANNE'S GIRLS HR. SEC. SCHOOL, PUDUPALAYAM,CUDDALORE.",607001
3383,CUDDALORE,Cuddalore,"ST ANTONY'S MATRICULATION HIGHER
SECONDARY SCHOOL - CHINNAKANGANANKUPPAM",PONDY - CUDDALORE MAIN ROAD\CHINNNA KANKANNANKUPPAM,607006
3384,CUDDALORE,Cuddalore,ST DAVID'S HIGHER SECONDARY SCHOOL - CUDDALORE PORT,"36WELLINGTON STREET,CUDDALORE PORT",607003
3385,CUDDALORE,Cuddalore,ST DAVID'S MATRICULATION SCHOOL- CUDALORE PORT,WELLINGTON STREETCUDDALORE PORT,607003
3386,CUDDALORE,Cuddalore,ST FRANCIS XAVIER MS,wellington streetcuddalore ot,607003
3387,CUDDALORE,Cuddalore,ST JOSEPH'S HIGHER SECONDARY SCHOOL - MANJAKUPPAM,SUBJAIL ROAD\MANJAKUPPAM,607001
3388,CUDDALORE,Cuddalore,ST JOSEPH'S HIGHER SECONDARY SCHOOL - THIRUPPATHIRIPULIYUR,", TIRUPAPULIYURCUDDALORE",607002
3389,CUDDALORE,Cuddalore,ST JOSEPH'S MATRICULATION HIGHER SECONDARY SCHOOL - KOOTHAPAKKAM,KOOTHAPAKKAM\CUDDALORE,607002
3390,CUDDALORE,Cuddalore,"ST PHILOMINA'S GIRLS HIGH SCHOOL,CUDDALORE PORT","wellington street\cuddalore port,",607003
3391,CUDDALORE,Cuddalore,ST THOMAS MATRICULATION SCHOOL - KOOTHAPAKKAM,"NO.1,SINGARAM
AVENUE,PATHIRIKUPPAM,CUDDALOREPATHIRIKUPPA M",607002
3392,CUDDALORE,Cuddalore,ST.ANNE'S SCHOOL - PUDHUPALAYAM,"St. Anne's  Schoolo.4, Bharathi Road, Pudupalayam, Cuddalore",607001
3393,CUDDALORE,Cuddalore,"ST.MARY'S MATRICULATION HR.SEC.SCHOOL, CUDDALORE-607001.",OLD HOSPITAL ROAD SORKALPET,607001
3394,CUDDALORE,Cuddalore,THE PSBB MILLENNIUM SCHOOL - PERIYAKATUPALAYAM,"The PSBB Millennium School, Periyakattupalayam, Madalapattu, Cuddalore.",605007
3395,CUDDALORE,Cuddalore,"V.C.S .SHEMFORD INTERNATIONAL SCHOOL,CAPPER HILLS",vettukulamcapper hills,607004
3396,CUDDALORE,Cuddalore,VELLAI THAMARAI MATRICULATION SCHOOL - CHINNA KATTUPALAYAM,"Chinnakattupalayam,Reddichavady,Madhalapattu.\Mariamman Kovil, Street",607402
3397,CUDDALORE,Kammapuram,"ADW HSS, DHARMANALLUR",main roadmain road,606103
3398,CUDDALORE,Kammapuram,ADWGHS-U.MANGALAM,Pillaiyar Kovil street,607804
3399,CUDDALORE,Kammapuram,AMS GOPALAPURAM,NORTH STREET\GOPALAPURAM,606101
3400,CUDDALORE,Kammapuram,AMS KAVANUR WEST,"GKN,AMS.KAVANUR(WEST)",608703
3401,CUDDALORE,Kammapuram,AMS SIRUVARPPUR,"SIRUVARAPPUR &(post), Vridhachalam(tk)N MANGAIYARKARASI",606103
3402,CUDDALORE,Kammapuram,AMS T. PAVAZHANGUDI,"SIVANKOIL BACK, T.PAVAZHANGUDI,OTTIMEDU POST,THIRUMUTTAM TK,CUDDALORE DT,606 103",606103
3403,CUDDALORE,Kammapuram,AMS VILAKKAPADI,"vilakkapadi, west streetkammapuram,( via)Dharmanalur,(post)",606103
3404,CUDDALORE,Kammapuram,AR RAHMATH MATRICULATION SCHOOL PERIYAKURICHI,"MOSQUE COMPOUNDCUDDALORE MAIN ROAD,NEYVELI",607802
3405,CUDDALORE,Kammapuram,AUXILIUM MATCULATION  SCHOOL- V.SATHAMANGALAM,"CUDDALORE MAIN
ROADV.SATHAMANGALAM&(PO),VRIDDHACHALAM(TK
)",606003
3406,CUDDALORE,Kammapuram,GHS - NADIYAPATTU,"GHS -NADIYAPATTU, PALAKKOLAI ( POST
)VIRUDHACHALAM ( TK )",606115
3407,CUDDALORE,Kammapuram,"GHS , OTTIMEDU",OTTIMEDUVRIDHACHALAM TK,606103
3408,CUDDALORE,Kammapuram,GHS GANGAIKONDAN COLONY,A-BLOCK-MATTRUKUDIYIRRPU-CELON COLONY- NEYVELI 1,607801
3409,CUDDALORE,Kammapuram,GHS IRULAKURICHI,GHS IRULAKURICHI viruthachalam,606115
3410,CUDDALORE,Kammapuram,GHS KO.ADHANUR,"GOVERNMENT HIGH
SCHOOL,KO.ADHANUR\VRIDDHACHALAM TK,CUDDALORE DT.",606003
3411,CUDDALORE,Kammapuram,GHS -KOTTERI,"GOVERNMENT HIGH SCHOOL, KOTTERI",607804
3412,CUDDALORE,Kammapuram,GHS PERIYAKAPPANKULAM,"GOVT HIGH SCHOOL PERIYAKAPPANKULAM, PERIYAKAPPANKULAM POST,  VRIDHACHALAM TALUK",607802
3413,CUDDALORE,Kammapuram,GHS -VEPPANKURICHI,vadakkuvellore(po)eyveli,607802
3414,CUDDALORE,Kammapuram,"GHS, MELAKUPPAM",GOVERNMENT HIGH SCHOOL MELAKUPPAM-607802.,607802
3415,CUDDALORE,Kammapuram,GHSS C.KEERANUR,GOVT HIGHER SECONDARY SCHOOLC.KEERANUR,606110
3416,CUDDALORE,Kammapuram,GHSS IRUPPU,"GHSS IRUPPU,  IRUPPU POST, VRIDHACHALAM TALUK",607805
3417,CUDDALORE,Kammapuram,GHSS KAMMAPURAM,MAIN ROADKAMMAPURAM,606103
3418,CUDDALORE,Kammapuram,GHSS SEPLANATHAM,SOUTH STREETMain Road,607802
3419,CUDDALORE,Kammapuram,"JAYAPRIYA VIDYALAYA MATRICULATION HIGHER SECONDARY SCHOOL,GOPALAPURAM.",Chidambaram Main Road Gopalapuram,606103
3420,CUDDALORE,Kammapuram,JPA VIDYALAYA  MATRICULATION SCHOOL,"No: 37 AKS Nagar, GangaikondanNeyveli",607802
3421,CUDDALORE,Kammapuram,"P.RAMALINGA MDR GHSS, MUDHANAI","NORTH STREET , MUDHANAI",607804
3422,CUDDALORE,Kammapuram,PUMS A. VALLIYAM,A.VALLIYAMC.KEERANUR POST,606110
3423,CUDDALORE,Kammapuram,PUMS AMMERIKOKKANKUPPAM,PUMS A.Kokkankuppam Ammeri post,607802
3424,CUDDALORE,Kammapuram,PUMS CHINNAKOTTUMULAI,PANCHAYAT UNION MIDDLE SCHOOLCUDDDALORE DISTRICT,606103
3425,CUDDALORE,Kammapuram,PUMS KARKUDAL,KARKUDAL&POST VRIDHACHALAM TALUK,606003
3426,CUDDALORE,Kammapuram,PUMS- KEEZHAPALAIYUR,"PUM School, Keezhapalaiyur.PUMS, Keezhapalaiyur.",606103
3427,CUDDALORE,Kammapuram,PUMS KO.MAVIDANTHAL,"EAST ST,
KO.MAVIDANTHAL, KARGUDAL POST,",606003
3428,CUDDALORE,Kammapuram,PUMS- KOLLIRUPPU COLONY,kolliruppu colony\periyakappankulam[post],607802
3429,CUDDALORE,Kammapuram,PUMS KUMARAMANGALAM,"PUMS,V.KUMARAMANGALAMKO.ADHANUR POST",606003
3430,CUDDALORE,Kammapuram,PUMS KUMARAMANGALAM,"PUMS,V.KUMARAMANGALAM KO.ADHANUR POST",
3431,CUDDALORE,Kammapuram,PUMS PALLAKOLAI,Panchayat Union middle school PalakollaiPalakollai post,606115
3432,CUDDALORE,Kammapuram,PUMS PAZHAAYAPATTINAM,PALAYAPATTINAM  POSTVRIDHACHALAM TK,606104
3433,CUDDALORE,Kammapuram,PUMS PUDHUVIRUDHAGIRIKUPPAM,North street\Pudhuviruthagirikuppam,607804
3434,CUDDALORE,Kammapuram,PUMS SATHAPPADI,sathappadi povirudhachalam tk,606103
3435,CUDDALORE,Kammapuram,PUMS THOPPALIKUPPAM,"Ammeri post,neyveli (via), Virudhachalam (Taluk)",607803
3436,CUDDALORE,Kammapuram,PUMS U.ADHANUR,P.U.M.S U.ADHANURKAMMAPURAM SATHAMANGALAM POST,606103
3437,CUDDALORE,Kammapuram,PUMS UTHANGAL,uthangaluthangal po,607804
3438,CUDDALORE,Kammapuram,PUMS UYAKONDARAVI,uyyakondaraviseplanatham post,607802
3439,CUDDALORE,Kammapuram,PUMS V.SATHAMANGALAM,MANTHAVELIV.SATHAMANGALAM,606003
3440,CUDDALORE,Kammapuram,PUMS VEENANKENI,"pums, veenankeni,moolakuppam postvadalur spo",607303
3441,CUDDALORE,Kammapuram,"PUMS, A.KURAVANKUPPAM",Panchayat union middle schoolsA.Kuravankuppam,607802
3442,CUDDALORE,Kammapuram,"SACRED HEART HSS, IRUPUKURICHI",U AGARAM POST\VIRUDHACHALAM TALUK,607804
